"Majority protein IDs"	"Protein names"	"Gene names"	"Intensity q2_tcell_notact_004"	"Intensity q2_tcell_notact_007"	"Intensity q2_tcell_notact_008"	"Intensity q2_tcell_notact_009"	"Intensity q2_tcell_notact_010"	"Intensity q2_tcell_notact_011"	"Intensity q2_tcell_notact_014"	"Intensity q3_tcell_act12h_018"	"Intensity q3_tcell_act12h_019"	"Intensity q3_tcell_act12h_020"	"Intensity q3_tcell_act24h_023"	"Intensity q3_tcell_act48h_026"	"Intensity q3_tcell_act48h_027"	"Intensity q3_tcell_act72h_028"	"Intensity q3_tcell_act72h_029"	"Intensity q3_tcell_act72h_030"	"Intensity q3_tcell_act96h_032"	"Intensity q3_tcell_act96h_034"	Reverse	"Potential contaminant"
Q8IW45;Q8IW45-2;Q8IW45-4;B4DQR1;Q8IW45-3;B7Z3Q0	"ATP-dependent (S)-NAD(P)H-hydrate dehydratase"	CARKD	27.0083	27.5386	27.975	26.9555	27.8628	28.1556	27.3627	26.9325	26.4751	27.0435	26.0749	23.8965	24.6742	24.3594	24.1969	24.0089	23.9861	25.1569		
Q96TA2-3;Q96TA2-2;Q96TA2;Q5T8D1;Q5T8D2	"ATP-dependent zinc metalloprotease YME1L1"	YME1L1	27.0257	26.616	24.8627	26.251	25.9342	24.6474	26.3462	27.2011	26.627	27.324	27.9309	28.3655	28.0477	27.7593	27.0462	27.4249	27.5216	27.4363		
P18859;P18859-2;A8MUH2	"ATP synthase-coupling factor 6, mitochondrial"	ATP5J	29.4066	28.8635	30.1163	29.9296	29.4727	29.5472	28.5785	28.824	28.7024	29.1409	29.1787	28.5569	28.9409	29.1738	29.2726	29.1839	29.4131	29.3674		
D6R9H7;E7EQ97;E7EPU7;P05496;Q06055;P48201;Q06055-3;Q06055-2	"ATP synthase lipid-binding protein, mitochondrial"	ATP5G1;ATP5G2;ATP5G3	19.7296	21.1297	21.0771	21.1526	21.8146	21.1073	25.5091	24.578	24.5815	25.2897	25.264	25.2458	25.2217	25.2588	24.8512	23.6172	25.6117	25.5866		
Q5TC12;I3L448;Q5TC12-2;H0YD21;I3L1W9;A8MRA7;H0YEW4;H0YCA6	"ATP synthase mitochondrial F1 complex assembly factor 1"	ATPAF1	25.0168	NA	24.3722	24.6498	25.2288	23.966	25.9455	24.3994	24.7627	25.8201	25.6302	24.9904	24.7358	25.887	25.7435	25.737	25.4458	26.3778		
Q8N5M1;C9J2Q2;E9PMH4;K7ELC1	"ATP synthase mitochondrial F1 complex assembly factor 2"	ATPAF2	24.4458	24.0189	24.4676	22.0891	22.942	22.9218	25.9315	23.4234	23.4472	23.9695	24.8861	23.5062	23.8877	23.5086	23.4449	23.613	23.7348	23.5078		
P03928	"ATP synthase protein 8"	MT-ATP8	NA	NA	NA	NA	NA	NA	22.8542	NA	NA	NA	NA	NA	NA	NA	23.3986	21.809	22.0364	NA		
P00846	"ATP synthase subunit a"	MT-ATP6	27.0042	26.8049	27.0505	24.8583	25.7385	26.1147	24.8359	26.5114	25.5334	26.1384	26.4981	26.1872	26.2053	26.7464	27.1188	26.9254	26.6975	26.7299		
P25705;K7ENP3;K7ERX7;K7ENJ4;K7ESA0;K7EM08	"ATP synthase subunit alpha, mitochondrial"	ATP5A1	33.2345	33.3149	33.0497	33.0098	33.5046	33.5697	32.9706	33.3652	33.2906	33.3455	33.1346	33.1943	33.0979	33.4262	33.3239	33.3563	33.2871	33.4406		
P06576;F8VPV9;H0YH81;F8W0P7;F8VQY0;H0YI37	"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta"	ATP5B	33.1003	33.5151	32.9621	32.8991	33.3556	33.718	32.7684	33.1398	32.964	33.2128	33.1278	33.1519	33.0417	33.4024	33.4069	33.4447	33.169	33.3323		
P24539;Q5QNZ2	"ATP synthase subunit b, mitochondrial"	ATP5F1	29.6803	29.7643	30.2943	30.1861	29.8368	30.3039	30.3199	30.5492	30.2377	30.5157	29.8441	29.9721	29.9263	29.9307	29.8741	29.8521	30.0254	30.2807		
P30049	"ATP synthase subunit delta, mitochondrial"	ATP5D	29.6258	29.8385	28.4596	29.5791	29.1675	29.6252	30.1437	29.101	28.7518	29.1443	29.5352	29.4765	28.8065	28.6461	28.5046	29.632	29.9971	28.9411		
O75947;O75947-2;F5H608	"ATP synthase subunit d, mitochondrial"	ATP5H	30.479	29.0692	30.6936	29.3598	30.1888	30.1964	30.4217	29.9882	30.0956	30.0629	30.1299	29.8934	29.9245	29.9642	29.9916	29.9114	29.9484	30.1934		
P56385	"ATP synthase subunit e, mitochondrial"	ATP5I	29.9439	29.2791	28.8889	28.5864	28.0606	28.3716	29.828	28.3826	29.377	28.6669	28.8837	28.4295	28.2659	27.8836	28.404	28.4716	28.9323	28.7553		
F8W7V3;P56134;C9J8H9;C9JJT5;P56134-2;F5H4H2;C9JU26	"ATP synthase subunit f, mitochondrial"	ATP5J2;PTCD1	26.8683	27.2906	26.8986	28.1157	26.4775	27.4989	27.5651	NA	27.1332	26.3714	26.4032	26.2326	26.2268	26.6749	26.2872	26.6123	26.9994	26.0278		
P36542	"ATP synthase subunit gamma, mitochondrial"	ATP5C1	28.3443	29.5701	29.8562	28.7876	29.8979	30.4006	28.6066	30.4548	30.4119	30.7373	30.4737	30.2042	30.1225	30.2056	30.0866	30.0373	30.619	30.889		
O75964;E9PN17	"ATP synthase subunit g, mitochondrial"	ATP5L	30.1404	30.1062	29.8373	29.6977	29.406	29.1858	30.3106	29.4964	29.5509	29.7578	29.3748	29.6425	29.5853	29.7247	29.6911	29.7828	29.6932	29.6973		
P48047;H7C068;H7C086	"ATP synthase subunit O, mitochondrial"	ATP5O	31.1295	31.1895	31.2716	30.9339	30.9116	30.7324	31.1433	31.3558	31.0458	31.0333	30.9734	31.1026	31.0991	31.0186	31.1995	31.2976	31.3003	31.3122		
Q9NW81;K7EP31;Q9NW81-4;M0QZC4;K7EIV4;M0QZP7;B4DFT4;K7ESN5;M0R078	"ATP synthase subunit s-like protein"	ATP5SL	NA	NA	24.0794	24.5731	22.4705	25.1494	24.9817	23.5107	25.6582	23.2337	24.1887	24.3436	24.6656	24.8342	23.8269	23.911	24.7191	NA		
Q99766;Q8WXQ4;Q99766-3;Q99766-2	"ATP synthase subunit s, mitochondrial"	ATP5S	26.7032	27.3131	23.9413	23.3441	24.7658	25.2497	27.6019	26.1823	27.3781	26.6853	25.4519	25.5734	25.3985	24.2201	25.0913	24.3558	24.8289	24.0435		
O14497;O14497-2;O14497-3;H0Y488;Q96SM7;H0YCU6;H0YEW5	"AT-rich interactive domain-containing protein 1A"	ARID1A	29.8184	29.4423	29.4291	29.689	29.2395	29.2568	29.8894	28.7057	28.5875	28.57	28.8622	28.4708	28.5144	28.5468	28.5977	28.4516	28.8086	28.7074		
G3XAA0;Q8NFD5;Q8NFD5-2;Q8NFD5-3;H0Y7H8;Q8NFD5-4;H0Y2R3;H0Y3S9	"AT-rich interactive domain-containing protein 1B"	ARID1B	26.4856	25.0986	27.0433	25.686	26.3521	27.7138	27.4914	24.5471	25.4317	26.1411	24.655	25.3032	24.5296	25.0601	24.8631	25.9904	25.1193	25.3642		
Q68CP9;Q68CP9-3;F8WCU9;F8W108;E7ENG3;F8VWP4	"AT-rich interactive domain-containing protein 2"	ARID2	26.2052	26.2494	25.5278	26.7015	24.64	25.1935	27.3671	25.4043	25.8509	26.0171	25.707	25.5328	25.3412	25.4275	25.4249	24.6234	26.438	26.4167		
Q99856;K7EJ04	"AT-rich interactive domain-containing protein 3A"	ARID3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6776	21.8509	22.1322	21.8566	23.5747	22.2965		
Q8IVW6-4;Q8IVW6;Q8IVW6-3;H3BQ92	"AT-rich interactive domain-containing protein 3B"	ARID3B	23.1899	24.0137	22.9022	22.1667	21.7167	NA	22.8021	24.2523	23.7472	23.4569	23.732	24.2486	24.5199	25.8591	25.0845	24.7413	26.3709	26.5397		
P29374-3;P29374-2;P29374;H7C485;C9J1W3;F8WAR5;C9JIF4	"AT-rich interactive domain-containing protein 4A"	ARID4A	26.5567	26.3384	25.1313	26.148	26.991	27.0976	25.7942	25.3046	25.055	25.189	24.8966	21.9562	21.704	23.6488	21.887	22.4906	24.1224	24.3076		
Q4LE39-2;Q4LE39;Q4LE39-3;Q4LE39-4;H7C5R6;H0Y7Y8	"AT-rich interactive domain-containing protein 4B"	ARID4B	27.0947	27.0878	27.8977	27.7739	28.0008	27.9494	27.6825	27.4374	26.8795	27.1209	27.0963	26.6626	25.7703	26.3546	26.1288	24.8279	25.7346	24.9659		
C9J1Q0;Q03989	"AT-rich interactive domain-containing protein 5A"	ARID5A	23.2384	22.7141	NA	23.5082	25.9581	24.4109	NA	22.6694	21.9712	22.8836	NA	NA	NA	NA	NA	NA	NA	NA		
Q14865;Q14865-2;Q14865-3	"AT-rich interactive domain-containing protein 5B"	ARID5B	NA	22.8168	24.0101	24.2008	24.5045	24.4329	NA	24.1917	NA	23.8565	25.1643	23.7959	24.0352	23.8078	23.366	24.0404	21.4371	24.5941		
Q8WXE1-3;Q8WXE1-2;Q8WXE1;B5MEB7;C9IZM8;F8WE08;F8WEI5	"ATR-interacting protein"	ATRIP	25.5591	21.7712	NA	NA	23.3355	21.3114	NA	22.5013	22.6585	NA	23.1544	23.7882	23.6341	22.4213	24.8584	24.5303	23.5185	23.7774		
O75882;O75882-3;O75882-2	Attractin	ATRN	NA	NA	NA	23.4896	NA	NA	NA	24.4585	24.5228	NA	NA	22.036	NA	NA	NA	NA	NA	NA		
O14965;A3KFJ0;Q5QPD4;A3KFJ1;Q5QPD2;Q5QPD1;A3KFJ2	"Aurora kinase A"	AURKA	26.256	NA	20.3263	NA	23.9869	23.4754	NA	22.4943	NA	NA	NA	25.4774	24.9522	25.2536	25.2412	25.1245	25.1647	24.7388		
Q9NWT8	"Aurora kinase A-interacting protein"	AURKAIP1	NA	NA	NA	NA	NA	22.6279	24.2496	NA	NA	23.772	23.8647	NA	NA	21.1833	23.7824	24.0466	24.4752	24.4998		
Q96GD4;J9JID1;B4DNM4;Q96GD4-2;J3KT86;J3KTD6;J3QLN8;J3QR41;Q96GD4-3;J3KRF8;J3KRJ2;M0QYK8	"Aurora kinase B"	AURKB	22.8787	23.2261	21.7879	NA	22.7356	22.2185	24.1183	24.2615	26.2586	NA	23.7184	27.3826	27.6095	27.3182	27.6365	26.8898	26.8134	26.4028		
Q9H1Y0;Q9H1Y0-2;Q7Z3H3	"Autophagy protein 5"	ATG5	27.4593	27.8687	27.3203	27.9006	26.5297	26.1803	27.7971	27.0781	27.4113	26.6958	25.3406	25.7972	25.6192	25.507	25.8049	25.1653	26.3847	26.1377		
Q9BSB4;F8VQD9;F8VVA0;H3BMZ4	"Autophagy-related protein 101"	ATG101;C12orf44	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6811	NA	NA	NA	22.7247	22.8235	22.5697	NA	NA		
O75143-2;O75143;O75143-5;O75143-3;O75143-4;E9PML6;J9JIF6;H0YEM7;E9PPR2;J3KRU6;H0YCL5;J3KST9;J3QR83;J3QRL1;J3QLH7;J3QR16;H0YDR0	"Autophagy-related protein 13"	ATG13	23.0418	22.8687	25.019	21.8987	22.991	23.3732	23.2867	24.2196	NA	21.057	23.3972	23.6816	23.7842	24.7775	24.76	24.857	NA	23.7327		
Q676U5;Q676U5-2;E7EVC7;Q676U5-3;Q676U5-5;Q676U5-4;C9J1B2;C9JAY7;C9J8C6;C9JK97	"Autophagy-related protein 16-1"	ATG16L1	25.0106	24.832	23.4989	22.4081	25.2017	24.5078	22.6095	24.281	23.7324	24.6132	NA	24.0914	NA	23.7472	24.1806	22.1865	23.5486	23.227		
Q2TAZ0;Q2TAZ0-3;H7C3T2;Q2TAZ0-4	"Autophagy-related protein 2 homolog A"	ATG2A	23.2359	NA	NA	NA	22.4014	20.5547	22.0905	22.8294	NA	22.5085	NA	NA	21.6518	23.9459	23.4696	NA	23.9006	NA		
Q96BY7	"Autophagy-related protein 2 homolog B"	ATG2B	26.7025	25.7092	24.3513	25.1706	25.5485	25.9782	25.8345	27.5035	25.7498	26.0592	26.0648	26.0304	25.918	24.7229	24.4759	23.9603	25.6603	25.2186		
Q7Z3C6;Q7Z3C6-2;H7C152;Q7Z3C6-3;H7C1G6;C9JX27;C9JD65;C9IYZ9;C9JKV7;C9JDK4;C9JXG2;C9JS65;C9JFV2;F2Z3I6	"Autophagy-related protein 9A"	ATG9A	NA	21.9343	NA	NA	NA	23.5547	NA	NA	NA	NA	22.6184	23.1326	24.0234	24.8412	23.5353	23.6518	23.539	24.7503		
O15169-2;O15169	Axin-1	AXIN1	27.6149	27.4199	NA	27.6216	22.8995	28.1406	23.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
F5H715;Q96BJ3;Q96BJ3-3;Q96BJ3-2	"Axin interactor, dorsalization-associated protein"	AIDA	27.1854	25.4443	27.4111	26.229	27.397	26.9508	26.2339	26.4079	25.9045	26.4473	25.7961	25.8146	25.7668	26.1294	26.0669	25.8973	26.3987	25.9312		
P17213;H0Y738	"Bactericidal permeability-increasing protein"	BPI	NA	24.6476	NA	NA	NA	NA	NA	25.6631	22.4654	24.1519	25.2355	NA	24.6512	24.6042	NA	24.7675	23.9014	25.2321		
Q13489;H0YEZ0;H0YCJ5;E9PI77;E9PIW1	"Baculoviral IAP repeat-containing protein 3"	BIRC3	25.3123	24.7573	NA	NA	23.0653	24.4787	25.3744	25.396	24.7389	25.0184	24.6922	25.464	25.1072	25.4765	25.0555	23.3947	25.4093	25.6348		
O15392;O15392-5;O15392-4;O15392-2;H3BLT4;O15392-7;O15392-6;K7EMW2;O15392-3;K7EP76;K7ELG2	"Baculoviral IAP repeat-containing protein 5"	BIRC5	22.4172	23.043	NA	22.9152	22.9781	23.3336	NA	NA	NA	NA	NA	23.9635	23.9371	24.2667	23.9425	24.0374	23.4634	23.1042		
Q9NR09;H7C3P0;H7C094;REV__Q96C03;REV__J3KPT3	"Baculoviral IAP repeat-containing protein 6"	BIRC6	27.8621	27.9259	27.1996	27.5764	27.4073	27.7764	27.0662	27.3362	26.0144	27.4032	27.807	28.0379	28.0709	28.1742	28.2793	27.9643	28.2343	28.5384		
Q99933-4;Q99933-3;Q99933;J3QTA2;E2QRM7;Q99933-2;C9JYK5;F1LLU6;C9J9Y9	"BAG family molecular chaperone regulator 1"	BAG1	26.6834	27.1959	26.986	27.694	27.4889	26.5078	26.922	25.7364	26.7975	26.1938	25.995	24.6243	25.7525	25.6618	26.2377	26.1659	26.2489	25.8774		
O95816;B4DXE2;A2A296	"BAG family molecular chaperone regulator 2"	BAG2	26.1394	26.178	27.1416	27.8336	26.7784	27.6587	28.0049	26.5339	27.478	27.0746	27.6871	28.511	28.2793	28.6399	28.4849	28.6088	29.0039	27.5909		
O95817;C9JFK9	"BAG family molecular chaperone regulator 3"	BAG3	27.5717	27.8489	27.5348	27.8504	28.1379	27.6677	28.0017	27.1105	27.4419	27.2706	27.4237	27.3056	27.0783	27.1247	26.8395	27.2644	27.0458	27.4658		
O95429;O95429-2;H0YBT1	"BAG family molecular chaperone regulator 4"	BAG4	24.0728	NA	25.4488	NA	24.5182	24.795	25.8902	23.3857	24.0674	23.6858	24.9285	24.0006	24.4387	24.5182	24.7017	24.2296	24.6018	23.6077		
Q9UL15;Q9UL15-2;G3V274	"BAG family molecular chaperone regulator 5"	BAG5	27.8311	27.7332	27.5696	26.7529	27.2904	27.6895	27.5088	26.9498	27.2359	27.1135	26.764	26.0174	26.3508	26.4312	26.0842	26.2007	25.8659	26.4335		
E9PHY5;O43491;E9PPD9;E9PK52;O43491-3;O43491-2;E9PII3;Q6R5J7;E9PQD2;E9PRG1;E9PIG0;E9PQN0;H0Y5B0;E9PJP4	"Band 4.1-like protein 2"	EPB41L2	28.3265	25.9874	26.8977	27.5606	27.5278	27.2784	26.9775	27.1704	26.92	26.5203	27.2483	28.3274	27.9224	28.5609	28.5047	28.23	28.8228	28.7682		
Q9Y2J2-2;F5GX05;Q9Y2J2;Q9Y2J2-3;E7EUF8;F5H7W5;J3KT37;J3QS55;J3QS83;J3KS70;J3QKY2;J3KRD1;J3QKK4;J3QR33	"Band 4.1-like protein 3"	EPB41L3	23.8324	24.0219	NA	23.2646	24.3197	23.9204	23.9842	25.0032	NA	23.7599	NA	NA	22.8932	NA	NA	NA	NA	NA		
Q7Z6A9;Q7Z6A9-2	"B- and T-lymphocyte attenuator"	BTLA	24.0511	NA	24.0208	NA	23.5111	24.0028	NA	25.3456	24.2256	25.2169	26.1339	25.3379	25.663	24.306	23.4623	25.0846	NA	25.5618		
Q8IWZ6;Q8IWZ6-2;H0Y973	"Bardet-Biedl syndrome 7 protein"	BBS7	NA	NA	NA	26.5043	26.4215	26.3011	23.7416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
O75531;E9PJJ8	"Barrier-to-autointegration factor"	BANF1	31.0431	30.8654	31.2376	29.3977	30.4072	30.9295	30.7248	29.9084	30.6407	29.6397	29.9796	29.0816	29.6293	30.1308	29.9939	30.0333	29.8206	30.0958		
Q7L1Q6;Q7L1Q6-4;Q7L1Q6-3;Q7L1Q6-2;C9IZ80;C9JFN4;C9J188;C9JWF5;H0Y503;C9JV57	"Basic leucine zipper and W2 domain-containing protein 1"	BZW1	29.1434	29.0477	29.2109	28.5689	28.5996	28.7603	29.8375	30.6219	30.3949	30.5069	30.9264	31.3401	31.4217	30.9875	30.8401	31.0486	30.6933	30.7494		
E7ETZ4;Q9Y6E2;Q75MG1;B5MCH7;E7EMS9;B5MCE7;C9JF98;E9PFD4;F8WDX8	"Basic leucine zipper and W2 domain-containing protein 2"	BZW2	28.1394	27.9702	27.1155	27.7554	27.8464	26.7501	28.1385	28.9235	28.8149	28.8661	30.135	30.0884	30.0145	29.6237	29.439	30.0129	29.1742	29.3496		
Q16520	"Basic leucine zipper transcriptional factor ATF-like"	BATF	NA	NA	NA	NA	NA	NA	NA	24.4783	NA	24.9883	25.3888	26.0868	25.4854	23.6885	24.7393	24.4303	23.4496	23.2883		
Q9NR55	"Basic leucine zipper transcriptional factor ATF-like 3"	BATF3	NA	NA	NA	22.2566	21.2164	NA	NA	21.3991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
P35613-2;P35613;P35613-4;I3L4S8;P35613-3;I3L192	Basigin	BSG	24.2952	24.8669	25.4372	23.7629	25.38	25.9004	22.5264	27.0691	23.8292	25.5944	28.1139	27.718	28.2041	28.2387	28.1303	27.9717	28.1684	28.4864		
Q9UBD8;Q13286-5;Q13286-4;H3BPM8;Q13286-2;Q13286-3;Q13286;H3BNK7;B4DFF3;B4DXL3;H3BPL0;H3BRU8;Q9UBH5;O95090;H3BR84;O95089;Q2TA70	Battenin	CLN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7443	22.0142	21.7221	21.1234	21.5376	21.9175	21.7587		
P55061;F8VQW0;F8VX73;F8VPI1;F8W201;F8W086;F8VR05;B7Z984;F8VQQ5;F8VSI7;F8VVJ4;F8VPZ7;F8W034;F8W1G3;F8VY06;F8W1V3	"Bax inhibitor 1"	TMBIM6	26.3254	24.4069	25.7442	NA	23.7726	25.2368	22.7129	27.2321	27.463	25.5749	26.1014	25.6635	25.5875	24.9721	25.5794	25.745	26.2926	26.0056		
Q9BQE9-4;Q9BQE9;F8WE18;F8WDZ4;Q9BQE9-3	"B-cell CLL/lymphoma 7 protein family member B"	BCL7B	25.6015	25.6019	25.3698	25.6603	25.1853	24.9704	24.7811	24.0342	24.2464	24.1825	24.5961	23.7058	23.8675	24.2453	24.1774	23.7876	24.5605	24.0778		
Q8WUZ0;Q8WUZ0-2;I3L1Q2;I3L4D5	"B-cell CLL/lymphoma 7 protein family member C"	BCL7C	27.3495	27.1686	27.5734	28.2479	27.8726	27.8318	26.4625	25.5397	25.7792	26.247	26.1755	25.796	25.1206	25.9149	24.1011	25.4374	26.2883	26.6716		
Q86UU0-4;Q86UU0-2;Q86UU0;Q86UU0-3;E9PIW0;E9PNR0	"B-cell CLL/lymphoma 9-like protein"	BCL9L	27.5774	27.0195	28.305	27.5424	25.4693	26.7934	28.59	25.9831	25.6177	25.6472	25.5702	23.1487	24.7299	NA	NA	NA	23.763	24.0969		
O00512	"B-cell CLL/lymphoma 9 protein"	BCL9	23.2564	22.4497	21.2706	24.222	22.7036	23.8148	23.06	NA	NA	23.6213	NA	22.5796	NA	21.8626	22.0262	22.037	NA	NA		
H7C0A2;P20749	"B-cell lymphoma 3 protein"	BCL3	NA	NA	NA	20.1245	NA	NA	NA	NA	NA	NA	NA	22.2639	22.6293	NA	NA	NA	NA	NA		
O95999	"B-cell lymphoma/leukemia 10"	BCL10	26.4121	26.8937	26.1924	26.2727	26.2137	26.2257	27.2805	26.5819	26.6082	26.85	26.3035	25.4248	26.1584	26.3848	25.8691	25.9809	25.9453	26.2339		
Q9C0K0;D3YTK1;F5H2Y4;Q9H165-6;Q9H165	"B-cell lymphoma/leukemia 11B"	BCL11B	NA	NA	NA	NA	24.2093	25.6345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q9UHQ4;C9JTE9;G5E9L4;B7Z2L0;H7C5E2;A6NME1;H0Y7N8;C9IYK6;C9JGJ9;F8WB99;C9JP06;F8WDG1	"B-cell receptor-associated protein 29"	BCAP29	NA	NA	23.161	24.5892	NA	22.514	20.6885	NA	NA	24.689	NA	23.8988	24.2148	25.2282	25.7551	23.1042	25.6929	25.133		
P51572;P51572-2;C9JSP1;C9JQ75;C9J0M4;C9JMD7;C9JM14	"B-cell receptor-associated protein 31"	BCAP31	30.2107	29.5459	30.0953	30.3963	30.0262	30.5877	30.5671	30.3821	30.6697	30.2588	30.1495	29.0369	28.9501	29.0158	29.1306	28.9727	29.6611	29.1043		
Q96LW7-2;Q96LW7	"Bcl10-interacting CARD protein"	C9orf89	24.2887	23.4944	24.8489	23.5773	24.9994	26.2134	NA	24.7463	24.8225	26.0524	24.2282	23.8303	23.8575	24.7846	24.6095	24.5141	24.9267	24.9477		
Q12982;Q12982-2;J3KN59;H7C096;Q86WG3;Q86WG3-3;B4DS11	"BCL2/adenovirus E1B 19 kDa protein-interacting protein 2"	BNIP2	NA	NA	NA	NA	NA	NA	NA	23.0897	NA	NA	22.7395	24.2874	21.041	21.9384	22.0975	22.467	22.8323	21.6532		
B4DHJ7;Q12983	"BCL2/adenovirus E1B 19 kDa protein-interacting protein 3"	BNIP3	NA	NA	23.1466	NA	NA	NA	NA	21.0931	NA	NA	NA	NA	NA	23.1364	23.3104	23.9617	NA	22.8172		
B0AZS9;H0YBC7;O60238	"BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like"	BNIP3L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.9702	22.9223	NA	NA	23.5352		
Q92934;F5GYS3;A8MXU7	"Bcl2 antagonist of cell death"	BAD	NA	NA	NA	25.6526	24.4437	24.0971	NA	23.7008	24.1305	23.1344	28.1794	26.9136	27.7292	26.7461	25.6328	25.2083	26.0719	25.7745		
Q9NYF8-2;Q9NYF8;E9PK09;E9PQN2;E9PKI6;Q9NYF8-4;E9PJA7;H0YF14;B0AZU3;H0YF00	"Bcl-2-associated transcription factor 1"	BCLAF1	30.6859	30.1102	30.3455	31.4635	30.9968	30.6366	30.9045	30.4336	30.0879	30.2402	30.7608	29.9578	30.2526	29.4293	29.5432	29.3473	29.7772	30.0247		
Q9BXH1-2;Q9BXH1	"Bcl-2-binding component 3"	BBC3	22.0266	21.0117	24.1806	NA	21.9948	22.3642	25.7239	20.1494	20.3664	24.7012	NA	NA	NA	24.5546	NA	24.1813	24.842	24.91		
Q16611;C0H5Y7	"Bcl-2 homologous antagonist/killer"	BAK1	22.6009	24.7667	24.5426	25.0358	24.9781	25.7005	23.3237	24.4654	23.9217	23.8006	21.5515	24.5929	NA	23.135	22.5391	23.8578	24.4376	22.634		
Q5QP56;Q9H1R6;Q5TE64;Q07817-3;Q07817;Q07817-2;Q5QP59	"Bcl-2-like protein 1"	BCL2L1	22.1512	NA	NA	NA	NA	20.3119	21.9412	23.6713	22.8312	NA	NA	24.5898	24.3259	24.5961	NA	24.7208	NA	24.4339		
O43521-5;O43521-2;O43521-4;O43521-8;O43521-12;O43521;O43521-6;O43521-9;O43521-7;O43521-3;O43521-15;O43521-16;H7BZE5;O43521-18;O43521-17;O43521-13;E9PAM9;O43521-20;C9J417;O43521-11;O43521-10;O43521-14;O43521-19	"Bcl-2-like protein 11"	BCL2L11	23.1075	23.6686	24.8534	21.9263	23.517	23.6512	25.0432	NA	NA	24.2673	23.4491	NA	NA	24.4133	NA	NA	23.287	NA		
Q9HB09-3;Q9HB09;M0QZM6;M0R1Z8;M0R1K0;Q9HB09-2	"Bcl-2-like protein 12"	BCL2L12	22.1536	NA	23.2591	NA	29.1233	29.1464	24.1369	NA	NA	NA	23.9257	23.8288	23.8327	22.4292	22.3123	22.358	22.9986	22.8059		
Q9BXK5;B7Z238;B3KPE7;Q9BXK5-2;E9PDD6;F2Z2C3;Q8IZP5;H0Y3R5	"Bcl-2-like protein 13"	BCL2L13	28.4874	29.1377	28.0333	29.575	28.8677	28.6734	27.738	27.4008	26.7205	27.4405	27.2985	27.1825	27.0245	26.7811	27.2799	26.9546	26.488	26.9874		
Q16548;Q16548-2	"Bcl-2-related protein A1"	BCL2A1	NA	NA	NA	NA	NA	NA	NA	24.2037	NA	23.5941	24.5323	23.3716	23.5156	23.2092	NA	NA	NA	21.6188		
Q6W2J9-4;Q6W2J9-2;Q6W2J9;H7BYY2;Q6W2J9-3;H7C2V9;A6NE70;H7BZ37;H7C231	"BCL-6 corepressor"	BCOR	NA	NA	22.4975	22.0637	NA	22.3302	NA	23.792	22.2721	23.4913	NA	NA	NA	NA	NA	NA	NA	NA		
Q5H9F3-3;Q5H9F3-2;Q5H9F3;H7C4B2	"BCL-6 corepressor-like protein 1"	BCORL1	NA	NA	NA	NA	NA	NA	NA	23.7406	NA	20.675	21.1306	NA	NA	NA	NA	NA	NA	NA		
Q14457;E7EV84;K7ELY9;K7EN35;K7ER46;K7EMA2;K7ESG3;K7EQQ7;K7ERY0;K7EPZ0;K7EKK2	Beclin-1	BECN1	25.7896	24.6852	26.3697	25.436	26.1583	25.6181	26.149	25.2782	25.2696	25.4107	25.6618	24.667	25.5729	24.8039	25.2139	NA	23.7477	24.0393		
Q5T5X7	"BEN domain-containing protein 3"	BEND3	NA	NA	22.3478	NA	NA	NA	22.7113	NA	NA	NA	21.9573	NA	20.8623	NA	NA	24.8738	21.9534	NA		
O15155;H7C1N3;Q96EA0;C9JTT8;Q68DU7	"BET1 homolog"	BET1;DKFZp781C0425	NA	23.1139	23.0315	NA	NA	NA	NA	23.0607	22.5826	24.2398	24.4569	24.6264	24.4713	23.2524	22.7066	23.6849	23.5445	NA		
Q9NYM9;E9PQJ6	"BET1-like protein"	BET1L	NA	NA	24.4087	25.1156	25.4775	NA	NA	NA	24.8066	21.9309	NA	NA	22.0285	NA	24.2583	24.5431	23.9305	NA		
Q96L58	"Beta-1,3-galactosyltransferase 6"	B3GALT6	NA	NA	NA	NA	NA	NA	NA	NA	22.9043	23.5413	21.9079	21.4332	22.5141	21.8159	22.2557	23.3645	NA	NA		
Q6Y288	Beta-1,3-glucosyltransferase	B3GALTL	NA	22.682	24.399	NA	23.9523	24.397	NA	NA	23.6305	21.9442	22.0039	NA	NA	NA	NA	NA	NA	21.5696		
