"","tsne.x","tsne.y","membership","pert_iname","clinical_phase","moa","target","disease_area","indication"
"chlorambucil",-7.98653882018575,-13.6763955683029,28,"chlorambucil","Launched","DNA inhibitor","","hematologic malignancy","chronic lymphocytic leukemia (CLL)|Hodgkin's lymphoma"
"chlormadinone",6.23286273207862,-2.0701465969957,19,NA,NA,NA,NA,NA,NA
"chloroquine",19.0250129665425,5.09377086845936,5,"chloroquine","Launched","antimalarial agent","GSTA2|MRGPRX1|TLR9|TNF","infectious disease","malaria|amebiasis"
"chloroxine",0.373875174732922,0.696291621541376,11,"chloroxine","Launched","opioid receptor antagonist","OPRK1","gastroenterology|infectious disease|dermatology","diarrhea|inflammatory bowel disease|giardiasis|dandruff"
"chlorphenamine",7.25054355328504,3.5234124045134,14,"chlorphenamine","Launched","histamine receptor antagonist","HRH1|SLC6A2|SLC6A3|SLC6A4","allergy","allergic rhinitis|urticaria"
"chlorphensin",7.83087206467949,22.6887725272267,24,NA,NA,NA,NA,NA,NA
"chlorpromazine",1.10626574992435,4.37081447313174,11,"chlorpromazine","Launched","dopamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5","neurology/psychiatry|gastroenterology|hematology|infectious disease","schizophrenia|nausea|vomiting|acute intermittent porphyria (AIP)|tetanus"
"chlorprothixene",8.2121427195924,12.2851246252759,29,"chlorprothixene","Launched","dopamine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C","neurology/psychiatry","schizophrenia|bipolar disorder"
"chlortalidone",-8.33371040261984,17.0029638216684,2,NA,NA,NA,NA,NA,NA
"chlortetracycline",-10.8200001174173,-1.77641139345504,15,"chlortetracycline","Launched","protein synthesis inhibitor","","ophthalmology","conjunctivitis"
"CHMP4A",-13.9607649769552,-19.3298176372076,20,NA,NA,NA,NA,NA,NA
"CHMP6",-13.2495101096858,-6.81479133017419,27,NA,NA,NA,NA,NA,NA
"CHN1",-22.2965318709392,-16.4407496888241,27,NA,NA,NA,NA,NA,NA
"cholic-acid",-23.052008051363,15.8730622615907,3,"cholic-acid","Launched","bile acid","ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B","gastroenterology|neurology/psychiatry|genetics","bile acid synthesis disorders|peroxisomal disorders|Zellweger syndrome"
"CHRAC1",-4.45610841367251,-21.2659528451869,10,NA,NA,NA,NA,NA,NA
"CHRM3",-22.6698791953345,-13.2124508306177,27,NA,NA,NA,NA,NA,NA
"chromanol",10.5984320826431,28.3519140421409,4,NA,NA,NA,NA,NA,NA
"chromomycin-a3",17.5451919892428,8.51258655216951,5,NA,NA,NA,NA,NA,NA
"CI-966",22.0361353331906,19.4366299397095,4,"CI-966","Phase 1","GAT inhibitor","SLC6A1","",""
"CI-976",3.38484151988663,3.00723635361104,11,"CI-976","Phase 1","ACAT inhibitor","ACAT1|CES1","",""
"CIAPIN1",-18.1329868803063,-18.236857726746,27,NA,NA,NA,NA,NA,NA
"ciclacillin",-22.2167606244547,16.1647779700471,3,NA,NA,NA,NA,NA,NA
"ciglitazone",-3.58039679301934,7.62601825450909,11,"ciglitazone","Phase 2","PPAR receptor agonist","PPARG","",""
"cilastatin",0.741719497594334,20.3431021131059,1,"cilastatin","Launched","dehydropeptidase inhibitor","DPEP1","",""
"cilnidipine",6.66239570791635,16.1504391079952,24,"cilnidipine","Launched","calcium channel blocker","CACNA1B","cardiology","hypertension"
"cilomilast",2.96404453119901,32.7440687165069,1,"cilomilast","Phase 3","phosphodiesterase inhibitor","PDE4A|PDE4B|PDE4D","",""
"cilostamide",-21.8513610409144,12.0374709827208,3,"cilostamide","Preclinical","phosphodiesterase inhibitor","PDE3A|PDE3B","",""
"cilostazol",6.60073086724693,22.517667366449,24,"cilostazol","Launched","phosphodiesterase inhibitor","PDE3A|PDE3B","cardiology","claudication"
"cimaterol",7.53553261580292,24.9757587574848,12,"cimaterol","Preclinical","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3","",""
"cimetidine",22.436098602976,18.0541396178183,4,"cimetidine","Launched","histamine receptor antagonist","HRH2|SLC29A4|SLC47A1|SLC47A2","gastroenterology|hematologic malignancy|endocrinology","duodenal ulcer disease|peptic ulcer disease (PUD)|gastroesophageal reflux disease (GERD)|aggressive systemic mastocytosis (ASM)|Zollinger-Ellison syndrome|endocrine adenoma"
"cinacalcet",7.61889447724716,14.4539812363984,29,"cinacalcet","Launched","calcium channel activator","CASR","endocrinology|nephrology|oncology","hyperparathyroidism|chronic kidney disease (CKD)|parathyroid carcinoma|hypercalcemia"
"cinalukast",3.7122176235738,19.6354378430761,24,"cinalukast","Phase 2","leukotriene receptor antagonist","CYSLTR1","",""
"cinanserin",-14.6354595468216,1.48308712137238,15,"cinanserin","Preclinical","serotonin receptor antagonist","HTR2A","",""
"cinchonine",3.69303164987037,20.7869514181851,24,"cinchonine","Preclinical","P glycoprotein inhibitor","CYP2D6","",""
"cinnarizine",20.2140052684346,23.6852042651545,4,NA,NA,NA,NA,NA,NA
"cinobufagin",6.40345658380514,-6.825514917513,19,NA,NA,NA,NA,NA,NA
"ciprofibrate",10.1325955256848,19.7878798415082,24,"ciprofibrate","Launched","PPAR receptor agonist","PPARA","endocrinology","hyperlipidemia"
"cirazoline",-14.9339101336025,10.2585987882013,2,"cirazoline","Preclinical","adrenergic receptor agonist","ADRA1A","",""
"CIRBP",17.6182864332169,-12.0855677139588,9,NA,NA,NA,NA,NA,NA
"cisapride",-11.74010157997,7.25486643376431,2,"cisapride","Withdrawn","serotonin receptor agonist","HTR2A|HTR3A|HTR4|KCNH2","",""
"CISD1",-17.7718276030522,-20.1926240974123,27,NA,NA,NA,NA,NA,NA
"CISH",14.9867248216678,-20.6014017143853,17,NA,NA,NA,NA,NA,NA
"cisplatin",-21.1828404537064,11.6182708016851,3,"cisplatin","Launched","DNA alkylating agent|DNA synthesis inhibitor","XIAP","oncology","testicular carcinoma|ovarian cancer|bladder cancer"
"citalopram",18.0040214918181,20.8642947399103,4,"citalopram","Launched","selective serotonin reuptake inhibitor (SSRI)","SLC6A2|SLC6A4","neurology/psychiatry","depression"
"CITCO",13.0221453266143,23.1658572302303,4,"CITCO","Preclinical","constitutive androstane receptor (CAR) agonist","NR1I3","",""
"CKB",6.38773752637188,-26.0228011395034,16,NA,NA,NA,NA,NA,NA
"CKS1B",17.421552959953,-14.0764277064109,9,NA,NA,NA,NA,NA,NA
"CL-218872",22.136018198164,12.3466823781976,7,"CL-218872","Phase 1","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2","",""
"CL-82198",20.5374894826466,22.1571169905505,4,NA,NA,NA,NA,NA,NA
"CLCN5",-10.7260829440499,-12.02563817714,28,NA,NA,NA,NA,NA,NA
"clebopride",9.82433998028163,29.193660331711,12,"clebopride","Launched","dopamine receptor antagonist","ACHE|DRD2","gastroenterology","nausea"
"clemastine",7.0635034999259,5.22305192615978,14,"clemastine","Launched","histamine receptor antagonist","HRH1","allergy","allergic rhinitis|urticaria"
"CLIC4",-2.89344440917914,-30.7913138025892,8,NA,NA,NA,NA,NA,NA
"clioquinol",21.3597597596655,23.3939726151868,4,"clioquinol","Withdrawn","chelating agent","OPRK1","",""
"CLK1",-10.5737038901945,-16.2400279514672,28,NA,NA,NA,NA,NA,NA
"CLK3",-3.1129497110376,-22.4171423536175,10,NA,NA,NA,NA,NA,NA
"clobenpropit",5.25638260853298,14.6376956987141,24,"clobenpropit","Preclinical","histamine receptor antagonist","HRH1|HRH2|HRH3|HRH4","",""
"clobetasol",4.45702798267853,12.2755147411789,29,NA,NA,NA,NA,NA,NA
"CLOCK",-18.2539357522784,-24.6204735932704,20,NA,NA,NA,NA,NA,NA
"clocortolone",13.7008136940439,7.99454519134615,13,NA,NA,NA,NA,NA,NA
"clofarabine",8.97932502046331,-3.26376007221353,13,"clofarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLD1|POLE|RRM1|RRM2|RRM2B","hematologic malignancy","acute lymphoblastic leukemia (ALL)"
"clofibrate",19.27427974159,26.2868833853307,4,"clofibrate","Launched","PPAR receptor agonist","LPL|PPARA","endocrinology|cardiology","hyperlipidemia|cholesterol"
"clofibric-acid",9.76964554069488,31.6323158585545,12,"clofibric-acid","Launched","PPAR receptor agonist","PPARA","",""
"clomethiazole",21.4479572092228,12.04517249821,7,"clomethiazole","Launched","GABA receptor antagonist|GABA receptor modulator","GABRA1","neurology/psychiatry","Parkinson's Disease|sedative|muscle relaxant"
"clomifene",-20.7601151014368,12.7435226600541,3,"clomifene","Launched","estrogen receptor antagonist","ESR1","obstetrics/gynecology","infertility"
"clomipramine",-3.53738423063413,7.0602202093762,11,"clomipramine","Launched","serotonin transporter (SERT) inhibitor","GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4","neurology/psychiatry","obsessive compulsive disorder (OCD)"
"clonidine",-15.0766037609659,1.86628619598093,15,"clonidine","Launched","adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C","cardiology|neurology/psychiatry","hypertension|attention-deficit/hyperactivity disorder (ADHD)"
"clopidogrel",18.475878188103,22.1325717593447,4,"clopidogrel","Launched","purinergic receptor antagonist","P2RY12","cardiology|neurology/psychiatry","myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS)"
"clozapine",13.3362613848082,2.34413878164442,13,"clozapine","Launched","dopamine receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7","neurology/psychiatry","schizophrenia"
"CLPB",14.6524786450015,-17.0106292583817,9,NA,NA,NA,NA,NA,NA
"CLPTM1",14.8469401252116,-14.2504300279437,9,NA,NA,NA,NA,NA,NA
"CLTA",5.63241367901221,-24.2798794649741,16,NA,NA,NA,NA,NA,NA
"CMPD-1",9.61462219895741,-6.36615446811153,13,"CMPD-1","Preclinical","p38 MAPK inhibitor","GNRHR|MAPK14","",""
"CMPK1",-7.42536506266567,-28.7049327853023,8,NA,NA,NA,NA,NA,NA
"CNDP2",16.6423776437162,-23.8008313047646,17,NA,NA,NA,NA,NA,NA
"CNOT3",-3.14076054985052,-22.1986399058989,10,NA,NA,NA,NA,NA,NA
"CNOT4",-18.849083553934,-14.9763005159183,27,NA,NA,NA,NA,NA,NA
"CNOT7",11.987668273888,-16.276697527223,26,NA,NA,NA,NA,NA,NA
"CNOT8",16.0547398237154,-14.2272870757436,9,NA,NA,NA,NA,NA,NA
"CNPY3",-3.19153619942666,-12.6992905829055,18,NA,NA,NA,NA,NA,NA
"CNQX",9.75865184312787,28.2648695988066,4,"CNQX","Phase 1","glutamate receptor antagonist","GRIA1|GRIA2|GRIA3|GRIA4","",""
"CO-101244",-19.5994906374581,7.41973977881001,15,"CO-101244","Preclinical","glutamate receptor antagonist","GRIN2B","",""
"CO-102862",-11.6268183831691,12.2869026787956,2,NA,NA,NA,NA,NA,NA
"COASY",-16.8776224148668,-12.6644047385837,27,NA,NA,NA,NA,NA,NA
"COBL",-12.1559848944944,-14.2514546824218,28,NA,NA,NA,NA,NA,NA
"COG2",1.80255680822163,-27.4837042800292,16,NA,NA,NA,NA,NA,NA
"COG7",-6.57085937969191,-19.9286204497863,10,NA,NA,NA,NA,NA,NA
"COL-3",7.50543428122671,0.818409180208791,14,NA,NA,NA,NA,NA,NA
"colforsin",9.41910826986262,31.8567338496786,12,"colforsin","Phase 2","adenylyl cyclase activator","ADCY2|ADCY5","",""
"COMT",11.7892772771154,-19.3843294579632,17,NA,NA,NA,NA,NA,NA
"COPS2",13.334655089168,-17.4670855204557,9,NA,NA,NA,NA,NA,NA
"COPS5",-16.7504470398673,-22.689058076351,20,NA,NA,NA,NA,NA,NA
"COPZ1",13.2073684839271,-13.302052383331,26,NA,NA,NA,NA,NA,NA
"COQ3",18.5311164117549,-2.23034136102129,13,NA,NA,NA,NA,NA,NA
"CORO1A",-2.55437658671521,-16.9879657742955,10,NA,NA,NA,NA,NA,NA
"cortisone",21.7537861435389,17.663379203681,4,"cortisone","Launched","glucocorticoid receptor agonist","NR3C1","gastroenterology|rheumatology|dermatology","ulcerative colitis|rheumatoid arthritis|psoriasis|joint inflammation|eczema"
"corynanthine",8.7378986568937,29.3876228437258,12,NA,NA,NA,NA,NA,NA
"COT-10b",7.5390329985871,0.575894205652211,14,NA,NA,NA,NA,NA,NA
"coumaric-acid",19.3139946628767,16.445211446584,7,NA,NA,NA,NA,NA,NA
"coumarin",-23.7556241004827,5.83416164176566,15,"coumarin","Launched","vitamin K antagonist","CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6","gastroenterology|pulmonary","ulcerative colitis|asthma|celiac disease"
"coumestrol",13.7326220676085,26.1584610473541,4,NA,NA,NA,NA,NA,NA
"COX5A",-16.424207646036,-16.3607223575343,27,NA,NA,NA,NA,NA,NA
"COX6B2",2.80880486920838,-18.9971169175584,10,NA,NA,NA,NA,NA,NA
"COX7B",-5.61339479327407,-28.7569842056187,8,NA,NA,NA,NA,NA,NA
"CP-55940",1.24879775869286,-2.27141534131995,19,NA,NA,NA,NA,NA,NA
"CP-724714",18.0716251590162,13.7517940001005,7,"CP-724714","Phase 2","EGFR inhibitor|protein tyrosine kinase inhibitor","ERBB2","",""
"CP-93129",21.1631563860144,17.272117778045,4,"CP-93129","Preclinical","serotonin receptor agonist","HTR1A","",""
"CP-94253",10.5455888139575,27.4648872435917,4,"CP-94253","Preclinical","serotonin receptor agonist","HTR1B","",""
"CP466722",3.92578793831459,3.04131540369607,11,NA,NA,NA,NA,NA,NA
"CPCCOEt",20.31655249742,18.7235534325179,4,"CPCCOEt","Preclinical","glutamate receptor antagonist","GRM1","",""
"CPD",6.3089047889792,-16.1634958042234,26,NA,NA,NA,NA,NA,NA
"CPE",6.00158297191286,-25.4795573431317,16,NA,NA,NA,NA,NA,NA
"CPSF4",20.0569524095064,-20.6444039844181,9,NA,NA,NA,NA,NA,NA
"CPT1A",4.68388670516467,-22.9291703646475,16,NA,NA,NA,NA,NA,NA
"CRABP1",13.740688729168,-24.0780905888936,17,NA,NA,NA,NA,NA,NA
"CRCP",-10.9123906025371,-17.9527486754775,28,NA,NA,NA,NA,NA,NA
"CREB1",-3.19073547417725,-24.283273526514,8,NA,NA,NA,NA,NA,NA
"CREB3",-10.5759605392208,-18.7916401206544,28,NA,NA,NA,NA,NA,NA
"CREB3L1",4.38392798514864,-19.4449309790703,16,NA,NA,NA,NA,NA,NA
"CREB3L4",5.92424250567673,-20.9598260716625,16,NA,NA,NA,NA,NA,NA
"crizotinib",12.7659103437188,-2.40260806649225,13,"crizotinib","Launched","ALK tyrosine kinase receptor inhibitor","ALK|MET","oncology","non-small cell lung cancer (NSCLC)"
"CRK",2.3008417801509,-24.3457546374455,16,NA,NA,NA,NA,NA,NA
"CRKL",-6.53754987757713,-21.6993246667383,10,NA,NA,NA,NA,NA,NA
"cromakalim",21.7641327439943,12.4242485227023,7,"cromakalim","Phase 2","","KCNJ8","",""
"CROT",-13.1104760138307,-15.92267739499,28,NA,NA,NA,NA,NA,NA
"crotamiton",-19.5536656482238,19.4368080791221,3,"crotamiton","Launched","antipruritic","","infectious disease","scabies"
"CRY1",-12.2427544475851,-26.0499064894968,20,NA,NA,NA,NA,NA,NA
"CRYAA",-1.53650427288222,-22.5726176282392,10,NA,NA,NA,NA,NA,NA
"CRYZ",-15.8353571122307,-22.1756187533825,20,NA,NA,NA,NA,NA,NA
"CS",6.94159669272759,-28.9738326433976,16,NA,NA,NA,NA,NA,NA
"CS-110266",18.3529465551896,15.5708878024296,7,"CS-110266","Preclinical","dopamine receptor agonist","SLC6A3","",""
"CS-1657",17.914330207681,10.9681805253771,7,NA,NA,NA,NA,NA,NA
"CSF3",-21.054940702978,-8.84430529652085,22,NA,NA,NA,NA,NA,NA
"CSK",19.3812477416687,-16.234769911148,9,NA,NA,NA,NA,NA,NA
"CSNK1A1",-13.8611126094195,-18.443610072332,20,NA,NA,NA,NA,NA,NA
"CSNK1A1L",6.22850907290703,-19.1462154912328,16,NA,NA,NA,NA,NA,NA
"CSNK1D",18.0916954701727,-7.65245900497405,6,NA,NA,NA,NA,NA,NA
"CSNK1E",15.5487720529457,-13.770673734034,9,NA,NA,NA,NA,NA,NA
"CSNK1G2",17.5224217601522,-16.7622628048935,9,NA,NA,NA,NA,NA,NA
"CSNK1G3",8.08245139083254,-15.052403590123,26,NA,NA,NA,NA,NA,NA
"CSNK2A1",-17.4107841739984,-14.841375836907,27,NA,NA,NA,NA,NA,NA
"CSNK2A2",-14.9845565038047,-19.2004883457101,20,NA,NA,NA,NA,NA,NA
"CSNK2B",2.81572067035101,-17.3088874078057,10,NA,NA,NA,NA,NA,NA
"CT-200783",3.45809108515152,-5.5091240491697,19,NA,NA,NA,NA,NA,NA
"CTBP1",-9.57189604822474,-23.1072035879225,10,NA,NA,NA,NA,NA,NA
"CTBP2",-12.2115101384977,-21.9397621469459,20,NA,NA,NA,NA,NA,NA
"CTCF",17.0705222571574,-22.9038095868644,17,NA,NA,NA,NA,NA,NA
"CTCFL",10.556824798594,-16.4889056118475,26,NA,NA,NA,NA,NA,NA
"CTGF",13.4895978309384,-25.1782264949581,17,NA,NA,NA,NA,NA,NA
"CTH",-4.01276964765876,-20.1158020171137,10,NA,NA,NA,NA,NA,NA
"CTLA4",-17.0386666832489,-12.5711434581994,27,NA,NA,NA,NA,NA,NA
"CTNNAL1",-2.70010127842857,-25.1217259019661,8,NA,NA,NA,NA,NA,NA
"CTNNBIP1",11.9584695729026,-16.3984341466142,26,NA,NA,NA,NA,NA,NA
"CTRB1",-22.7361099134258,-8.6837432429375,22,NA,NA,NA,NA,NA,NA
"CTSD",-8.2876997944712,-26.612047213815,10,NA,NA,NA,NA,NA,NA
"CTSK",-23.0037731918323,-10.2165880639072,22,NA,NA,NA,NA,NA,NA
"CTSL1",-7.44320903864833,-14.0376892128845,28,NA,NA,NA,NA,NA,NA
"CTSL2",-16.3154897370452,-22.1581303351634,20,NA,NA,NA,NA,NA,NA
"CTTN",-5.75426384610624,-26.1455544294497,8,NA,NA,NA,NA,NA,NA
"cucurbitacin-i",2.73824980059381,-1.95151431666578,19,NA,NA,NA,NA,NA,NA
"CUL2",13.1889659875854,-26.5794613099001,17,NA,NA,NA,NA,NA,NA
"cuneatin",22.1943201127307,19.3547193598311,4,NA,NA,NA,NA,NA,NA
"curcumin",8.23176889294346,-8.95850570385011,26,"curcumin","Launched","cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor","APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH","",""
"CV-1808",18.9001415536765,21.1245608210155,4,"CV-1808","Preclinical","adenosine receptor agonist","ADORA2A","",""
"CVF-SUMO-13",3.40821139220848,-3.54440074118501,19,NA,NA,NA,NA,NA,NA
"CXADR",-16.3017393908028,-11.6636922256009,27,NA,NA,NA,NA,NA,NA
"CXCL1",-12.5310857290647,-14.8369878606233,28,NA,NA,NA,NA,NA,NA
"CXCL12",-19.0615422606787,-11.5736224791347,27,NA,NA,NA,NA,NA,NA
"CXCL2",-23.7861337556132,-9.56050173204311,22,NA,NA,NA,NA,NA,NA
"CXCR2",-12.9341029178568,-24.9735390936963,20,NA,NA,NA,NA,NA,NA
"CXCR4",-15.2881941959042,-10.8897859835703,27,NA,NA,NA,NA,NA,NA
"CXCR7",-17.7324315631503,-8.31987434522711,27,NA,NA,NA,NA,NA,NA
"cyanopindolol",-14.2329932035255,0.256050067794834,15,"cyanopindolol","Phase 2","adrenergic receptor antagonist","ADRB1|HTR1A|HTR1D","",""
"cyanoquinoline-11",-15.5120865916378,3.38369827944877,15,NA,NA,NA,NA,NA,NA
"CYB561",-7.94660301885698,-24.2916464100032,10,NA,NA,NA,NA,NA,NA
"CYB5A",18.459327512044,-16.8057923316329,9,NA,NA,NA,NA,NA,NA
"CYC1",-11.7761153674414,-15.7662171134476,28,NA,NA,NA,NA,NA,NA
"cyclazosin",10.1450514646832,15.7230757267125,7,NA,NA,NA,NA,NA,NA
"Cyclo-[Arg-Gly-Asp-D-Phe-Val]",5.68057504377823,9.59247440637815,29,NA,NA,NA,NA,NA,NA
"cycloheximide",5.51236329599934,-7.8462941546163,19,"cycloheximide","Preclinical","protein synthesis inhibitor","RPL3","",""
"cyclopamine",14.0462753115346,12.1734796795319,7,NA,NA,NA,NA,NA,NA
"cyclopentene",-12.9067253360853,10.273110897994,2,NA,NA,NA,NA,NA,NA
"cyclopenthiazide",9.63374462813372,27.015937575998,4,"cyclopenthiazide","Launched","thiazide diuretic","","cardiology","hypertension|congestive heart failure"
"cyclopentolate",-8.31507333507988,17.0729124603887,2,"cyclopentolate","Launched","acetylcholine receptor antagonist","CHRM1","ophthalmology","mydriasis|cycloplegia"
"cyclopiazonic-acid",5.50862844505254,15.6645769141575,24,"cyclopiazonic-acid","Preclinical","ATPase inhibitor","ATP2A1","",""
"cyclosporin-a",5.16364804332695,1.47614876212297,14,"cyclosporin-a","Launched","calcineurin inhibitor","PPP3CA","rheumatology|dermatology","rheumatoid arthritis|psoriasis"
"CYCS",-5.91156916643948,-26.1901092872392,8,NA,NA,NA,NA,NA,NA
"cymarin",6.6298809874996,-6.43272709466727,19,NA,NA,NA,NA,NA,NA
"CYP1A1",-4.79929963356931,-17.7425403713066,10,NA,NA,NA,NA,NA,NA
"CYP20A1",-10.3453347871981,-25.389268014746,20,NA,NA,NA,NA,NA,NA
"CYP24A1",-12.7533185959605,-17.4900391287314,28,NA,NA,NA,NA,NA,NA
"CYP3A5",-11.6313460885987,-15.1932245730707,28,NA,NA,NA,NA,NA,NA
"CYP51A1",-1.97526317414937,-24.8828965686333,8,NA,NA,NA,NA,NA,NA
"cyproterone",-15.496229006255,7.43099143433001,15,"cyproterone","Launched","androgen receptor antagonist","AR","oncology","prostate cancer"
"CYT-997",10.7606193284601,-3.87981589234634,13,"CYT-997","Phase 2","tubulin polymerization inhibitor","TUBB","",""
"CYT387",1.59405702668918,8.60775998128986,11,NA,NA,NA,NA,NA,NA
"cytochalasin-b",6.36756708378202,4.36901630782108,14,"cytochalasin-b","Phase 2","microtubule inhibitor","ACTB","",""
"cytochalasin-d",1.94382820211009,2.52376065741704,11,NA,NA,NA,NA,NA,NA
"cytosporone-b",10.7681031972127,23.7007346237874,4,NA,NA,NA,NA,NA,NA
"D-4476",7.81678277062456,18.2342819207812,24,"D-4476","Preclinical","TGF beta receptor inhibitor","CSNK1A1|CSNK1D|TGFB1","",""
"D-64406",6.49845618121871,20.4056423624012,24,NA,NA,NA,NA,NA,NA
"DAC-003",-5.00116999389662,1.50372131354578,11,NA,NA,NA,NA,NA,NA
"DAC-004",-25.7296775409695,15.0078835047345,21,NA,NA,NA,NA,NA,NA
"DAC-009",-25.4998668281798,15.0047663488454,21,NA,NA,NA,NA,NA,NA
"DAC-012",-25.5440540931406,14.9213074726583,21,NA,NA,NA,NA,NA,NA
"DAC-013",-25.5389204078275,14.856397645645,21,NA,NA,NA,NA,NA,NA
"dacinostat",11.1704742252552,7.59836412280118,25,"dacinostat","Phase 1","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9","",""
"dactinomycin",17.525045285534,8.2708160176773,5,"dactinomycin","Launched","RNA polymerase inhibitor","POLR2A","oncology","testicular carcinoma|Wilm's tumor|rhabdomyosarcoma|Ewing's sarcoma|gestational trophoblastic disease (GTD)"
"daidzein",-9.35906594640523,8.2290025803181,11,"daidzein","Phase 2","estrogen receptor agonist","ESRRA|ESRRB|ESRRG|TRPC5","",""
"dalcetrapib",19.3625856388437,11.678964937757,7,"dalcetrapib","Phase 3","cholesteryl ester transfer protein inhibitor","CETP","",""
"danazol",3.19083463415807,1.77648742424545,11,"danazol","Launched","estrogen receptor antagonist|progesterone receptor agonist","AR|CCL2|ESR1|GNRHR|GNRHR2|PGR","obstetrics/gynecology|cardiology","endometriosis|angioedema"
"danoprevir",-17.0576447317593,8.77506695321742,15,"danoprevir","Phase 2","HCV inhibitor","","",""
"dantrolene",0.54050395051761,11.2296786748037,11,"dantrolene","Launched","calcium channel blocker","RYR1|RYR3","neurology/psychiatry|endocrinology","spasms|malignant hyperthermia (MH)"
"dantron",19.5541052678368,16.7062564191476,7,"dantron","Withdrawn","laxative","","",""
"danusertib",-0.923306858914174,10.8473449193994,11,"danusertib","Phase 2","Aurora kinase inhibitor|growth factor receptor inhibitor","AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|SLK","",""
"DAP",-5.89095321453818,-22.8587242530097,10,NA,NA,NA,NA,NA,NA
"daphnetin",-8.64800311414269,-16.8480345231561,28,"daphnetin","Preclinical","protein kinase inhibitor","","",""
"DAPK1",8.05710491989615,-26.37923942486,17,NA,NA,NA,NA,NA,NA
"DAPT-GSI-IX",21.0100741985764,12.360374001159,7,NA,NA,NA,NA,NA,NA
